,names,scores,logfoldchanges,pvals,pvals_adj
243,ADT.CD223,-4.837809,-0.68070585,1.312779942641068e-06,9.155798574317192e-06
244,ADT.HLA.ABC,-5.0566993,-1.7571456,4.265751889744822e-07,3.0533803000278724e-06
245,ADT.CD49b,-5.0733724,-1.6641268,3.908263923409676e-07,2.873102127479546e-06
246,ADT.CD74,-5.29953,-0.3862036,1.161010045736701e-07,9.022706641153791e-07
247,ADT.CD9,-5.330739,-2.4086888,9.781382643535149e-08,7.825106114828119e-07
248,ADT.CD45,-5.614612,-1.1774004,1.9700376261251843e-08,1.6745319822064066e-07
249,ADT.CD82,-5.668907,-0.8322976,1.4371135157252775e-08,1.2609512137976628e-07
250,ADT.CD137,-5.7886124,-0.550952,7.097024506813562e-09,6.434635552844296e-08
251,ADT.CD1a,-5.8518853,-0.7264613,4.8603183279170494e-09,4.55864339721875e-08
252,ADT.CD365,-5.9130206,-0.485038,3.3589024386753668e-09,3.2629337975703564e-08
253,ADT.CD105,-5.9476495,-2.5686376,2.7202008007176425e-09,2.740350436278514e-08
254,ADT.CD63,-6.5897837,-1.6993285,4.404677050418309e-11,4.607969837360693e-10
255,ADT.CD144,-6.5983343,-0.5165748,4.1580335147954817e-11,4.5239404640974836e-10
256,ADT.CD133,-7.381977,-1.3212699,1.5595596774439977e-13,1.844348835933771e-12
257,ADT.CD253,-7.469191,-0.8224787,8.068928642583229e-14,9.976129958102902e-13
258,ADT.CD130,-8.044205,-1.3889921,8.680733721388137e-16,1.1243617010559872e-14
259,ADT.CD112,-8.363562,-0.845076,6.085270896252239e-17,8.275968418903045e-16
260,ADT.CD158f,-8.540127,-1.2322465,1.3407422401104979e-17,1.9193783647897653e-16
261,ADT.CD119,-8.775263,-1.4585828,1.7050520373251864e-18,2.576523078624726e-17
262,ADT.LTR,-8.787233,-1.2113514,1.5328816458381197e-18,2.4526106333409915e-17
263,ADT.CD123,-8.8389635,-1.9337084,9.66109357093335e-19,1.6423859070586695e-17
264,ADT.CD69,-9.357972,-1.4078267,8.128199233039472e-21,1.7006693779897973e-19
265,ADT.CD5,-9.55463,-5.0010643,1.2402553499955073e-21,2.811245459989816e-20
266,ADT.CD109,-9.581992,-2.6012337,9.51910899409525e-22,2.3538160421762796e-20
267,ADT.CD93,-9.975309,-1.4255298,1.9549059756333277e-23,5.317344253722651e-22
268,ADT.CD52,-10.201895,-2.2504141,1.944411205417219e-24,5.876442754149818e-23
269,ADT.CD370,-11.388689,-1.8200438,4.76100115902088e-30,2.5899846305073587e-28
270,ADT.CD107a,-11.930356,-1.906595,8.222127646973857e-33,7.454729066589629e-31
271,ADT.GPR56,-14.343275,-4.712624,1.1738237823650667e-46,1.6362320372229157e-44
